epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,4545.92,0.12373,39.769,0.06767,0.17122,0.89962,0.99949,1,0.995,0.995,0,0,0,0,0.01917,40,0.0004,0.03214,0.09658,0.0085942,0.0085942,0.0085942
144,4576.88,0.12964,39.6551,0.06688,0.16817,0.89916,0.99948,1,0.995,0.995,0,0,0,0,0.01708,40,0.00022,0.03766,0.0869,0.0085843,0.0085843,0.0085843
145,4607.8,0.12776,39.671,0.06138,0.16871,0.89326,0.99948,1,0.995,0.995,0,0,0,0,0.03097,40,0.00039,0.03829,0.09014,0.0085744,0.0085744,0.0085744
146,4638.73,0.12907,39.6336,0.05874,0.16321,0.89099,0.99949,1,0.995,0.995,0,0,0,0,0.02709,40,0.00094,0.03907,0.09053,0.0085645,0.0085645,0.0085645
147,4669.67,0.12507,39.7585,0.06084,0.16196,0.88964,1,1,0.995,0.995,0,0,0,0,0.02018,40,0.00019,0.03605,0.08226,0.0085546,0.0085546,0.0085546
148,4700.63,0.12389,39.6365,0.05724,0.16126,0.89343,0.99949,1,0.995,0.995,0,0,0,0,0.01198,40,0.00075,0.03368,0.07948,0.0085447,0.0085447,0.0085447
149,4731.67,0.12405,39.7234,0.06071,0.16145,0.89055,1,1,0.995,0.995,0,0,0,0,0.00962,40,0.00059,0.03731,0.08776,0.0085348,0.0085348,0.0085348
150,4762.72,0.12528,39.4958,0.0621,0.16832,0.89086,0.99949,1,0.995,0.995,0,0,0,0,0.01752,40,0.00101,0.06545,0.08045,0.0085249,0.0085249,0.0085249
151,4793.83,0.11921,39.7527,0.06406,0.16293,0.89009,1,1,0.995,0.995,0,0,0,0,0.03178,40,0.00018,0.04347,0.08476,0.008515,0.008515,0.008515
152,4824.8,0.1194,39.6874,0.06243,0.16066,0.89107,1,1,0.995,0.995,0,0,0,0,0.0242,40,0.00117,0.04602,0.08892,0.0085051,0.0085051,0.0085051
153,4855.78,0.12261,39.529,0.05712,0.16305,0.89484,1,1,0.995,0.995,0,0,0,0,0.0221,40,0.00068,0.08643,0.07968,0.0084952,0.0084952,0.0084952
154,4886.82,0.1201,39.624,0.06228,0.15849,0.89099,0.99949,1,0.995,0.995,0,0,0,0,0.02366,40,0.00081,0.04493,0.07922,0.0084853,0.0084853,0.0084853
155,4917.89,0.11952,39.6495,0.05845,0.16031,0.88556,1,1,0.995,0.995,0,0,0,0,0.02315,39.9993,0.00033,0.0315,0.07902,0.0084754,0.0084754,0.0084754
156,4948.97,0.11993,39.6913,0.0625,0.16067,0.89153,1,1,0.995,0.995,0,0,0,0,0.02352,40,0.00012,0.05205,0.0808,0.0084655,0.0084655,0.0084655
157,4980.03,0.12685,39.6208,0.05812,0.1651,0.88474,1,1,0.995,0.995,0,0,0,0,0.01902,40,0.00108,0.12298,0.07859,0.0084556,0.0084556,0.0084556
158,5011.02,0.12539,39.645,0.05859,0.1607,0.89063,1,1,0.995,0.995,0,0,0,0,0.01525,40,0.00041,0.09636,0.08512,0.0084457,0.0084457,0.0084457
159,5042.07,0.1236,39.6045,0.05554,0.16552,0.89451,1,1,0.995,0.995,0,0,0,0,0.01408,40,0.00012,0.04145,0.07792,0.0084358,0.0084358,0.0084358
160,5072.96,0.12076,39.7798,0.05834,0.15832,0.89403,0.99947,1,0.995,0.995,0,0,0,0,0.01351,40,0.00085,0.03195,0.0844,0.0084259,0.0084259,0.0084259
161,5103.9,0.11821,39.635,0.05912,0.15885,0.88896,0.99949,1,0.995,0.995,0,0,0,0,0.02424,40,0.00176,0.03267,0.08705,0.008416,0.008416,0.008416
162,5134.86,0.11469,39.6428,0.06158,0.15687,0.8919,1,1,0.995,0.995,0,0,0,0,0.02147,40,0.00123,0.03456,0.08802,0.0084061,0.0084061,0.0084061
163,5165.88,0.11692,39.6823,0.06043,0.15428,0.89248,1,1,0.995,0.995,0,0,0,0,0.01222,40,8e-05,0.02575,0.07434,0.0083962,0.0083962,0.0083962
164,5196.92,0.12123,39.6405,0.05629,0.16253,0.88956,0.99949,1,0.995,0.995,0,0,0,0,0.02095,40,9e-05,0.03074,0.07476,0.0083863,0.0083863,0.0083863
165,5228,0.11665,39.7239,0.05788,0.15596,0.89159,0.99948,1,0.995,0.995,0,0,0,0,0.01234,40,0.00024,0.02857,0.07586,0.0083764,0.0083764,0.0083764
166,5259.14,0.11853,39.7344,0.05571,0.1603,0.89145,0.99948,1,0.995,0.995,0,0,0,0,0.01173,40,0.00069,0.03157,0.07493,0.0083665,0.0083665,0.0083665
167,5290.2,0.11791,39.7972,0.05724,0.15988,0.89053,0.99948,1,0.995,0.995,0,0,0,0,0.02061,40,0.0004,0.02923,0.07285,0.0083566,0.0083566,0.0083566
168,5321.2,0.11364,39.8003,0.05411,0.15854,0.88843,1,1,0.995,0.995,0,0,0,0,0.01827,40,0.00086,0.0377,0.07602,0.0083467,0.0083467,0.0083467
169,5352.23,0.1177,39.7175,0.05517,0.15443,0.89334,1,1,0.995,0.995,0,0,0,0,0.01017,39.9988,0.00315,0.03761,0.08222,0.0083368,0.0083368,0.0083368
170,5383.3,0.11778,39.6324,0.0559,0.15878,0.89495,1,1,0.995,0.995,0,0,0,0,0.02203,39.9991,0.0013,0.06754,0.09094,0.0083269,0.0083269,0.0083269
171,5414.35,0.11696,39.7388,0.0586,0.15746,0.88897,0.99948,1,0.995,0.995,0,0,0,0,0.01169,40,0.00129,0.03439,0.08495,0.008317,0.008317,0.008317
172,5445.44,0.11865,39.8546,0.05547,0.15835,0.88354,0.99949,1,0.995,0.995,0,0,0,0,0.02291,40,0.00046,0.03532,0.07494,0.0083071,0.0083071,0.0083071
173,5476.43,0.11671,39.6728,0.05512,0.15295,0.89013,1,1,0.995,0.995,0,0,0,0,0.01984,40,0.00082,0.03571,0.07634,0.0082972,0.0082972,0.0082972
174,5507.43,0.11773,39.6994,0.05143,0.15652,0.89224,1,1,0.995,0.995,0,0,0,0,0.01157,40,0.00036,0.0315,0.07113,0.0082873,0.0082873,0.0082873
175,5538.53,0.1156,39.5913,0.05477,0.15157,0.88969,1,1,0.995,0.995,0,0,0,0,0.01876,40,0.00062,0.03024,0.08114,0.0082774,0.0082774,0.0082774
176,5569.48,0.11201,39.7128,0.0549,0.15194,0.88774,1,1,0.995,0.995,0,0,0,0,0.02679,40,0.00049,0.0384,0.08245,0.0082675,0.0082675,0.0082675
177,5600.5,0.11295,39.672,0.05281,0.1522,0.88951,1,1,0.995,0.995,0,0,0,0,0.01582,40,0.00057,0.03577,0.07804,0.0082576,0.0082576,0.0082576
178,5631.52,0.11726,39.6966,0.04937,0.15032,0.89037,0.99949,1,0.995,0.995,0,0,0,0,0.02234,40,0.00089,0.03195,0.0737,0.0082477,0.0082477,0.0082477
179,5662.48,0.1102,39.7224,0.05453,0.14706,0.89874,0.99949,1,0.995,0.995,0,0,0,0,0.01303,40,9e-05,0.03046,0.07371,0.0082378,0.0082378,0.0082378
180,5693.33,0.1105,39.7815,0.05929,0.148,0.88695,0.99949,1,0.995,0.995,0,0,0,0,0.01854,40,0.00014,0.03741,0.07435,0.0082279,0.0082279,0.0082279
181,5724.38,0.11109,39.6306,0.05658,0.15099,0.88551,0.99949,1,0.995,0.995,0,0,0,0,0.00667,40,6e-05,0.03287,0.07291,0.008218,0.008218,0.008218
182,5755.27,0.10869,39.6571,0.05272,0.14427,0.88893,0.99949,1,0.995,0.995,0,0,0,0,0.00973,40,0.00022,0.03213,0.07087,0.0082081,0.0082081,0.0082081
183,5786.23,0.11517,39.6396,0.05557,0.15228,0.89015,1,1,0.995,0.995,0,0,0,0,0.01906,40,0.00061,0.0343,0.07678,0.0081982,0.0081982,0.0081982
184,5817.07,0.11097,39.7094,0.05298,0.15051,0.88656,0.99949,1,0.995,0.995,0,0,0,0,0.01939,40,0.00096,0.02829,0.07809,0.0081883,0.0081883,0.0081883
185,5847.96,0.10954,39.7702,0.0526,0.14995,0.88823,0.99948,1,0.995,0.995,0,0,0,0,0.00481,40,0.00045,0.03873,0.07399,0.0081784,0.0081784,0.0081784
186,5879.08,0.10924,39.7366,0.05181,0.14693,0.88503,1,1,0.995,0.995,0,0,0,0,0.01455,40,0.00113,0.0349,0.08071,0.0081685,0.0081685,0.0081685
187,5910,0.11034,39.7434,0.04895,0.14582,0.8874,1,1,0.995,0.995,0,0,0,0,0.02541,39.9955,0.0005,0.02973,0.07878,0.0081586,0.0081586,0.0081586
188,5941,0.10961,39.7506,0.05627,0.14814,0.88728,0.99949,1,0.995,0.995,0,0,0,0,0.02057,40,0.00035,0.03027,0.08317,0.0081487,0.0081487,0.0081487
189,5971.99,0.1056,39.7047,0.0579,0.1437,0.89097,0.99949,1,0.995,0.995,0,0,0,0,0.01574,40,0.00018,0.03014,0.07203,0.0081388,0.0081388,0.0081388
190,6002.8,0.11079,39.619,0.05166,0.15338,0.88745,1,1,0.995,0.995,0,0,0,0,0.03255,40,0.00033,0.03373,0.07553,0.0081289,0.0081289,0.0081289
191,6033.65,0.11024,39.556,0.05199,0.14804,0.88984,0.99949,1,0.995,0.995,0,0,0,0,0.01211,40,0.00086,0.04486,0.07211,0.008119,0.008119,0.008119
192,6064.53,0.11187,39.7014,0.05486,0.14788,0.89067,0.99948,1,0.995,0.995,0,0,0,0,0.02337,40,0.00047,0.05453,0.08618,0.0081091,0.0081091,0.0081091
193,6095.47,0.10999,39.6608,0.04983,0.14837,0.8894,0.99949,1,0.995,0.995,0,0,0,0,0.00813,39.9945,0.00087,0.05239,0.07943,0.0080992,0.0080992,0.0080992
194,6126.99,0.11403,39.5368,0.04929,0.15239,0.88787,0.99949,1,0.995,0.995,0,0,0,0,0.02162,40,0.00024,0.0332,0.07741,0.0080893,0.0080893,0.0080893
195,6158.07,0.11037,39.6742,0.04927,0.15206,0.88289,0.99949,1,0.995,0.995,0,0,0,0,0.00827,40,0.00026,0.02608,0.0685,0.0080794,0.0080794,0.0080794
196,6189.12,0.11125,39.6156,0.05095,0.1463,0.88346,0.99947,1,0.995,0.995,0,0,0,0,0.0195,40,0.00014,0.05898,0.08172,0.0080695,0.0080695,0.0080695
197,6220.25,0.10937,39.5963,0.05334,0.15059,0.88738,1,1,0.995,0.995,0,0,0,0,0.02369,40,0.0004,0.07664,0.08527,0.0080596,0.0080596,0.0080596
198,6251.36,0.10994,39.5767,0.04907,0.14852,0.88513,1,1,0.995,0.995,0,0,0,0,0.02103,40,0.0004,0.07519,0.08111,0.0080497,0.0080497,0.0080497
199,6282.38,0.1095,39.6385,0.04926,0.14835,0.88736,1,1,0.995,0.995,0,0,0,0,0.02767,39.9997,0.00103,0.10356,0.07943,0.0080398,0.0080398,0.0080398
200,6313.27,0.10996,39.5924,0.04902,0.15077,0.89023,1,1,0.995,0.995,0,0,0,0,0.02693,40,0.00099,0.0632,0.0759,0.0080299,0.0080299,0.0080299
201,6344.28,0.10578,39.7555,0.05538,0.14791,0.88854,1,1,0.995,0.995,0,0,0,0,0.01274,40,0.00021,0.07178,0.07385,0.00802,0.00802,0.00802
202,6375.25,0.10431,39.731,0.05377,0.14622,0.8868,1,1,0.995,0.995,0,0,0,0,0.01773,40,0.00044,0.12035,0.0762,0.0080101,0.0080101,0.0080101
203,6407.14,0.10997,39.717,0.05154,0.14985,0.89149,1,1,0.995,0.995,0,0,0,0,0.01635,40,0.00019,0.04609,0.07685,0.0080002,0.0080002,0.0080002
204,6438.09,0.10631,39.6505,0.04777,0.14301,0.88748,1,1,0.995,0.995,0,0,0,0,0.01656,40,6e-05,0.08366,0.08562,0.0079903,0.0079903,0.0079903
205,6469.04,0.10527,39.6738,0.04702,0.14672,0.88614,0.99948,1,0.995,0.995,0,0,0,0,0.02577,40,4e-05,0.05344,0.08561,0.0079804,0.0079804,0.0079804
206,6499.95,0.1072,39.6587,0.04801,0.14344,0.88408,0.99949,1,0.995,0.995,0,0,0,0,0.02257,40,0.00025,0.03567,0.07259,0.0079705,0.0079705,0.0079705
207,6530.84,0.1066,39.6063,0.04794,0.14455,0.88776,0.99949,1,0.995,0.995,0,0,0,0,0.01627,40,0.0003,0.03829,0.07124,0.0079606,0.0079606,0.0079606
208,6561.75,0.10033,39.6559,0.05324,0.14,0.89091,0.99949,1,0.995,0.995,0,0,0,0,0.02024,40,0.00028,0.06422,0.07865,0.0079507,0.0079507,0.0079507
209,6592.79,0.10534,39.4885,0.04991,0.14777,0.8819,0.99949,1,0.995,0.995,0,0,0,0,0.01155,40,0.00011,0.03935,0.08162,0.0079408,0.0079408,0.0079408
210,6623.67,0.10538,39.6472,0.04999,0.14763,0.88336,0.99948,1,0.995,0.995,0,0,0,0,0.02164,40,0.0002,0.03512,0.0694,0.0079309,0.0079309,0.0079309
211,6654.57,0.10479,39.5442,0.05185,0.14446,0.88415,0.99948,1,0.995,0.995,0,0,0,0,0.01081,40,0.00045,0.0661,0.0665,0.007921,0.007921,0.007921
212,6685.4,0.10253,39.6927,0.05524,0.13966,0.88543,1,1,0.995,0.995,0,0,0,0,0.01447,40,0.00037,0.0701,0.06953,0.0079111,0.0079111,0.0079111
213,6716.29,0.10606,39.6821,0.04926,0.1425,0.8855,0.99949,1,0.995,0.995,0,0,0,0,0.01025,40,0.00015,0.08423,0.07349,0.0079012,0.0079012,0.0079012
214,6747.15,0.1071,39.6556,0.04814,0.14661,0.88177,0.99949,1,0.995,0.995,0,0,0,0,0.01456,40,0.00022,0.05164,0.07613,0.0078913,0.0078913,0.0078913
215,6778.08,0.10351,39.7878,0.05176,0.14388,0.88793,1,1,0.995,0.995,0,0,0,0,0.01777,40,0.00025,0.07455,0.0801,0.0078814,0.0078814,0.0078814
216,6808.92,0.10521,39.6447,0.04493,0.14721,0.8899,0.99948,1,0.995,0.995,0,0,0,0,0.027,40,9e-05,0.08449,0.08229,0.0078715,0.0078715,0.0078715
217,6839.84,0.10531,39.6909,0.04634,0.14466,0.8845,0.99949,1,0.995,0.995,0,0,0,0,0.01093,40,9e-05,0.08644,0.07728,0.0078616,0.0078616,0.0078616
218,6870.77,0.10027,39.7732,0.05101,0.14157,0.8836,0.99949,1,0.995,0.995,0,0,0,0,0.02732,40,9e-05,0.03746,0.07534,0.0078517,0.0078517,0.0078517
219,6901.65,0.10281,39.5495,0.04799,0.1395,0.88386,1,1,0.995,0.995,0,0,0,0,0.02122,40,0.00018,0.03951,0.08309,0.0078418,0.0078418,0.0078418
220,6932.55,0.10067,39.7838,0.04524,0.14053,0.88596,1,1,0.995,0.995,0,0,0,0,0.01182,40,0.00018,0.03551,0.07886,0.0078319,0.0078319,0.0078319
221,6963.43,0.10247,39.6597,0.04698,0.14447,0.88818,0.99949,1,0.995,0.995,0,0,0,0,0.02158,40,0.00038,0.03987,0.07721,0.007822,0.007822,0.007822
222,6994.38,0.10136,39.7562,0.04356,0.14121,0.88723,1,1,0.995,0.995,0,0,0,0,0.01503,40,0.00067,0.02528,0.06838,0.0078121,0.0078121,0.0078121
223,7025.45,0.09933,39.6358,0.04791,0.14116,0.8875,0.9995,1,0.995,0.995,0,0,0,0,0.01148,40,0.00011,0.03387,0.07097,0.0078022,0.0078022,0.0078022
224,7056.43,0.10451,39.4811,0.0447,0.14192,0.88219,0.99949,1,0.995,0.995,0,0,0,0,0.01479,40,0.0001,0.03996,0.06898,0.0077923,0.0077923,0.0077923
225,7087.5,0.10062,39.5221,0.04897,0.14165,0.88641,0.99949,1,0.995,0.995,0,0,0,0,0.00768,40,0.00026,0.03306,0.07061,0.0077824,0.0077824,0.0077824
226,7118.58,0.09965,39.6856,0.04943,0.13441,0.88129,0.99946,1,0.995,0.995,0,0,0,0,0.01121,40,4e-05,0.07499,0.06824,0.0077725,0.0077725,0.0077725
227,7149.52,0.10321,39.5634,0.04748,0.13705,0.88345,0.99949,1,0.995,0.995,0,0,0,0,0.01146,40,0.00047,0.08214,0.07091,0.0077626,0.0077626,0.0077626
228,7180.41,0.10114,39.7572,0.04512,0.14344,0.88817,0.99949,1,0.995,0.995,0,0,0,0,0.01876,40,0.00013,0.03537,0.07073,0.0077527,0.0077527,0.0077527
229,7211.37,0.1,39.6548,0.04767,0.15503,0.8802,0.99949,1,0.995,0.995,0,0,0,0,0.01391,40,0.00047,0.0252,0.06988,0.0077428,0.0077428,0.0077428
230,7242.23,0.10293,39.4886,0.04631,0.14078,0.88528,0.9995,1,0.995,0.995,0,0,0,0,0.01212,40,0.00098,0.02605,0.07518,0.0077329,0.0077329,0.0077329
231,7273.11,0.09922,39.6626,0.04329,0.13531,0.8795,0.99949,1,0.995,0.995,0,0,0,0,0.01109,40,0.00054,0.03437,0.06957,0.007723,0.007723,0.007723
232,7303.95,0.09742,39.6121,0.04782,0.1368,0.89114,0.99949,1,0.995,0.995,0,0,0,0,0.00294,40,0.00011,0.03199,0.06976,0.0077131,0.0077131,0.0077131
233,7334.95,0.10243,39.599,0.04424,0.1432,0.8804,1,1,0.995,0.995,0,0,0,0,0.00975,40,0.00012,0.09552,0.07422,0.0077032,0.0077032,0.0077032
234,7366.02,0.09581,39.7351,0.04794,0.13557,0.88095,1,1,0.995,0.995,0,0,0,0,0.01278,40,0.00018,0.05551,0.07886,0.0076933,0.0076933,0.0076933
235,7397.05,0.09883,39.5158,0.04607,0.14005,0.8806,1,1,0.995,0.995,0,0,0,0,0.01412,40,0.00016,0.07358,0.07464,0.0076834,0.0076834,0.0076834
236,7427.93,0.10181,39.6206,0.04535,0.13903,0.88116,1,1,0.995,0.995,0,0,0,0,0.01664,40,6e-05,0.07458,0.07791,0.0076735,0.0076735,0.0076735
237,7459.25,0.09778,39.7828,0.04546,0.13739,0.88203,0.99949,1,0.995,0.995,0,0,0,0,0.01628,40,0.00013,0.03696,0.06871,0.0076636,0.0076636,0.0076636
238,7490.13,0.09628,39.6536,0.04784,0.13531,0.88733,0.99949,1,0.995,0.995,0,0,0,0,0.00668,40,4e-05,0.03064,0.06146,0.0076537,0.0076537,0.0076537
239,7521.01,0.10092,39.6668,0.04281,0.13555,0.88557,0.99949,1,0.995,0.995,0,0,0,0,0.0096,40,9e-05,0.02604,0.06237,0.0076438,0.0076438,0.0076438
240,7551.93,0.09775,39.7378,0.04409,0.13606,0.8837,1,1,0.995,0.995,0,0,0,0,0.01092,40,0.0001,0.0301,0.07087,0.0076339,0.0076339,0.0076339
241,7582.86,0.09835,39.8307,0.0444,0.13298,0.88633,1,1,0.995,0.995,0,0,0,0,0.0084,40,9e-05,0.0564,0.06844,0.007624,0.007624,0.007624
242,7613.65,0.0951,39.6099,0.04907,0.13795,0.88224,1,1,0.995,0.995,0,0,0,0,0.01827,40,0.00035,0.07671,0.07501,0.0076141,0.0076141,0.0076141
243,7644.51,0.09742,39.6625,0.04582,0.13787,0.88543,0.99949,1,0.995,0.995,0,0,0,0,0.01955,40,5e-05,0.03385,0.07129,0.0076042,0.0076042,0.0076042
244,7675.34,0.09676,39.6568,0.04451,0.13661,0.87922,0.99949,1,0.995,0.995,0,0,0,0,0.01368,40,5e-05,0.02752,0.06626,0.0075943,0.0075943,0.0075943
245,7706.23,0.09477,39.6828,0.04653,0.13579,0.88457,0.99949,1,0.995,0.995,0,0,0,0,0.02168,40,0.00017,0.04109,0.06727,0.0075844,0.0075844,0.0075844
246,7737.06,0.09572,39.6206,0.04434,0.1328,0.88217,0.99949,1,0.995,0.995,0,0,0,0,0.00768,40,0.00043,0.03303,0.07668,0.0075745,0.0075745,0.0075745
247,7767.96,0.10092,39.5827,0.04374,0.13605,0.88096,0.99947,1,0.995,0.995,0,0,0,0,0.01529,40,0.00038,0.03201,0.07953,0.0075646,0.0075646,0.0075646
248,7798.83,0.08987,39.8078,0.04775,0.1296,0.88669,0.99948,1,0.995,0.995,0,0,0,0,0.02232,40,6e-05,0.04177,0.0775,0.0075547,0.0075547,0.0075547
249,7829.63,0.09517,39.6786,0.04379,0.13136,0.88172,1,1,0.995,0.995,0,0,0,0,0.0221,40,5e-05,0.02918,0.07007,0.0075448,0.0075448,0.0075448
250,7860.5,0.09461,39.6009,0.04429,0.13576,0.87729,0.99949,1,0.995,0.995,0,0,0,0,0.01315,40,4e-05,0.02733,0.06733,0.0075349,0.0075349,0.0075349
251,7891.43,0.09521,39.7001,0.04316,0.13083,0.87819,0.99949,1,0.995,0.995,0,0,0,0,0.00848,39.9999,0.00013,0.02373,0.06524,0.007525,0.007525,0.007525
252,7922.3,0.09254,39.6371,0.04506,0.13362,0.88355,0.99949,1,0.995,0.995,0,0,0,0,0.00708,40,0.00012,0.02428,0.06359,0.0075151,0.0075151,0.0075151
253,7953.16,0.09359,39.7093,0.04195,0.13512,0.88435,0.99949,1,0.995,0.995,0,0,0,0,0.01768,40,0.00027,0.03621,0.07201,0.0075052,0.0075052,0.0075052
254,7983.98,0.09322,39.7235,0.04465,0.13007,0.88782,0.99947,1,0.995,0.995,0,0,0,0,0.02139,40,0.00024,0.03469,0.07213,0.0074953,0.0074953,0.0074953
255,8014.9,0.09349,39.6861,0.04178,0.13414,0.88193,0.99946,1,0.995,0.995,0,0,0,0,0.01066,40,3e-05,0.03605,0.06582,0.0074854,0.0074854,0.0074854
256,8045.81,0.09329,39.8026,0.04297,0.12977,0.88077,0.99948,1,0.995,0.995,0,0,0,0,0.00909,40,2e-05,0.03443,0.06918,0.0074755,0.0074755,0.0074755
257,8076.75,0.09319,39.7114,0.04373,0.13409,0.88585,0.99949,1,0.995,0.995,0,0,0,0,0.01038,40,0.00026,0.07205,0.0642,0.0074656,0.0074656,0.0074656
258,8107.63,0.09167,39.7033,0.04746,0.13111,0.8885,0.9995,1,0.995,0.995,0,0,0,0,0.00776,40,0.00013,0.05311,0.07007,0.0074557,0.0074557,0.0074557
259,8138.51,0.09192,39.7436,0.0428,0.13022,0.87889,0.99949,1,0.995,0.995,0,0,0,0,0.00834,40,0.00019,0.03338,0.07549,0.0074458,0.0074458,0.0074458
260,8169.4,0.09266,39.6601,0.04258,0.13396,0.88258,0.9995,1,0.995,0.995,0,0,0,0,0.01075,40,6e-05,0.03132,0.06797,0.0074359,0.0074359,0.0074359
261,8200.35,0.08859,39.7563,0.04377,0.12849,0.88154,0.99949,1,0.995,0.995,0,0,0,0,0.01939,40,4e-05,0.07966,0.06394,0.007426,0.007426,0.007426
262,8231.23,0.08953,39.5774,0.04766,0.12802,0.8793,0.9995,1,0.995,0.995,0,0,0,0,0.00641,40,0.00022,0.02707,0.06581,0.0074161,0.0074161,0.0074161
263,8262.11,0.09644,39.5221,0.04617,0.13776,0.88287,0.99949,1,0.995,0.995,0,0,0,0,0.00578,40,0.0002,0.02888,0.06111,0.0074062,0.0074062,0.0074062
264,8292.91,0.09411,39.612,0.04468,0.13409,0.88315,1,1,0.995,0.995,0,0,0,0,0.00775,40,4e-05,0.0286,0.06741,0.0073963,0.0073963,0.0073963
265,8323.78,0.09568,39.6378,0.04351,0.131,0.88592,1,1,0.995,0.995,0,0,0,0,0.0079,40,0.00029,0.02837,0.06018,0.0073864,0.0073864,0.0073864
266,8354.71,0.09589,39.6043,0.04423,0.13633,0.88685,1,1,0.995,0.995,0,0,0,0,0.00977,40,0.00012,0.03221,0.06053,0.0073765,0.0073765,0.0073765
267,8385.61,0.09592,39.6197,0.04343,0.13033,0.88019,1,1,0.995,0.995,0,0,0,0,0.0067,40,0.00023,0.02615,0.06429,0.0073666,0.0073666,0.0073666
268,8416.45,0.09206,39.6109,0.04449,0.12779,0.87887,1,1,0.995,0.995,0,0,0,0,0.01084,40,6e-05,0.0269,0.06422,0.0073567,0.0073567,0.0073567
269,8447.36,0.09324,39.5173,0.04423,0.13237,0.88233,1,1,0.995,0.995,0,0,0,0,0.0129,40,0.00029,0.03317,0.0595,0.0073468,0.0073468,0.0073468
270,8478.21,0.09172,39.6864,0.04175,0.13139,0.87949,1,1,0.995,0.995,0,0,0,0,0.0101,40,0.00049,0.02721,0.05854,0.0073369,0.0073369,0.0073369
271,8509.1,0.09344,39.6406,0.04306,0.12894,0.88241,1,1,0.995,0.995,0,0,0,0,0.00817,39.9997,0.00011,0.02118,0.0577,0.007327,0.007327,0.007327
272,8539.9,0.08737,39.8585,0.04353,0.12522,0.87848,1,1,0.995,0.995,0,0,0,0,0.01119,40,0.00027,0.02154,0.06346,0.0073171,0.0073171,0.0073171
273,8570.76,0.09305,39.7179,0.03917,0.1286,0.87735,1,1,0.995,0.995,0,0,0,0,0.00575,40,0.00059,0.02039,0.05762,0.0073072,0.0073072,0.0073072
274,8601.61,0.09361,39.5844,0.04143,0.12876,0.8744,1,1,0.995,0.995,0,0,0,0,0.00754,40,0.00121,0.0264,0.05581,0.0072973,0.0072973,0.0072973
275,8632.53,0.08974,39.7114,0.04311,0.12689,0.88059,0.99949,1,0.995,0.995,0,0,0,0,0.02176,40,0.00107,0.03433,0.06489,0.0072874,0.0072874,0.0072874
276,8663.37,0.08771,39.7102,0.04135,0.12817,0.88022,1,1,0.995,0.995,0,0,0,0,0.00899,40,0.00165,0.03092,0.06228,0.0072775,0.0072775,0.0072775
277,8694.2,0.09425,39.5662,0.03894,0.13125,0.8794,1,1,0.995,0.995,0,0,0,0,0.01261,40,0.00051,0.03142,0.05639,0.0072676,0.0072676,0.0072676
278,8725,0.08831,39.8498,0.04065,0.13038,0.87947,1,1,0.995,0.995,0,0,0,0,0.00961,39.9998,9e-05,0.03148,0.05941,0.0072577,0.0072577,0.0072577
279,8755.86,0.08664,39.558,0.0453,0.12852,0.87574,1,1,0.995,0.995,0,0,0,0,0.0126,39.9999,8e-05,0.06428,0.06341,0.0072478,0.0072478,0.0072478
280,8786.74,0.09225,39.4597,0.04296,0.1314,0.87948,1,1,0.995,0.995,0,0,0,0,0.00923,39.9996,0.00025,0.05374,0.06088,0.0072379,0.0072379,0.0072379
281,8817.66,0.08808,39.6678,0.04203,0.13292,0.88628,1,1,0.995,0.995,0,0,0,0,0.02572,40,0.00042,0.04717,0.06688,0.007228,0.007228,0.007228
282,8848.56,0.08835,39.7624,0.04458,0.1282,0.88818,1,1,0.995,0.995,0,0,0,0,0.02067,40,7e-05,0.02608,0.06237,0.0072181,0.0072181,0.0072181
283,8879.43,0.08794,39.7496,0.04036,0.12981,0.88346,1,1,0.995,0.995,0,0,0,0,0.00938,40,2e-05,0.02508,0.05961,0.0072082,0.0072082,0.0072082
284,8910.26,0.09016,39.6481,0.03866,0.12686,0.88083,1,1,0.995,0.995,0,0,0,0,0.01425,40,6e-05,0.02735,0.06632,0.0071983,0.0071983,0.0071983
285,8941.11,0.09245,39.7352,0.03867,0.12584,0.87482,0.99949,1,0.995,0.995,0,0,0,0,0.01629,40,0.00017,0.03446,0.06636,0.0071884,0.0071884,0.0071884
286,8971.97,0.08765,39.6751,0.03909,0.12948,0.87494,1,1,0.995,0.995,0,0,0,0,0.01428,40,0.00039,0.03803,0.06763,0.0071785,0.0071785,0.0071785
287,9002.8,0.08439,39.6607,0.04729,0.13018,0.87739,1,1,0.995,0.995,0,0,0,0,0.00679,39.9999,7e-05,0.02455,0.06742,0.0071686,0.0071686,0.0071686
288,9033.56,0.08877,39.6734,0.04093,0.12692,0.87929,1,1,0.995,0.995,0,0,0,0,0.00881,40,0.00016,0.02481,0.06364,0.0071587,0.0071587,0.0071587
289,9064.43,0.08645,39.7838,0.04146,0.1259,0.88244,0.99949,1,0.995,0.995,0,0,0,0,0.00976,40,0.00034,0.02918,0.06378,0.0071488,0.0071488,0.0071488
